Right Ascension,Declination,Bag,Catalogue Peak,Estimated Peak,Estimate Error (95%)
8.3885,50.4989,1.0,16.4,16.30,0.84
80.9304,-81.7005,2.0,16.4,15.75,0.96
91.1408,-40.6319,4.0,16.4,16.48,0.82
94.4286,-17.3191,2.0,16.4,15.52,1.23
95.5919,-26.0957,4.0,16.4,16.25,1.16
97.5628,-20.2101,1.0,16.4,16.73,0.95
10.845,18.1461,1.0,16.5,16.31,0.86
10.8922,-4.7168,4.0,16.5,16.36,0.83
104.1482,42.2569,0.0,16.5,17.16,0.75
11.9669,54.7961,0.0,16.5,15.89,0.98
112.9697,28.0759,3.0,16.5,16.50,0.91
116.0224,74.5662,2.0,16.5,16.60,0.96
123.1702,65.1531,3.0,16.5,16.43,0.87
123.9159,65.8346,0.0,16.5,16.01,0.63
131.7565,-23.6171,4.0,16.5,16.42,1.53
133.5274,48.39,3.0,16.5,16.29,0.91
134.2469,51.5984,1.0,16.5,15.46,1.51
134.9934,56.0442,4.0,16.5,16.46,0.87
135.3909,67.2214,0.0,16.5,15.73,1.87
137.5161,-18.2701,2.0,16.5,16.60,0.95
138.0955,-25.307,4.0,16.5,16.45,0.85
138.9706,47.6391,3.0,16.5,16.21,0.83
141.0242,53.0094,2.0,16.5,16.29,0.82
144.7025,44.279,2.0,16.5,16.11,0.92
145.9198,44.7042,4.0,16.5,15.79,0.88
147.6705,38.5125,4.0,16.5,16.32,0.91
148.0613,39.6044,0.0,16.5,16.97,0.95
149.8745,21.3892,1.0,16.5,16.37,1.03
15.8579,53.6204,4.0,16.5,15.31,2.08
151.3353,24.0847,4.0,16.5,16.46,0.86
153.302,8.536,0.0,16.5,16.22,0.88
155.7136,45.3616,1.0,16.5,16.63,0.94
155.9398,-5.9232,4.0,16.5,16.28,0.81
156.7642,6.1594,3.0,16.5,16.67,0.85
160.4548,39.0221,3.0,16.5,16.57,1.10
162.3362,43.2571,4.0,16.5,16.37,0.88
163.6578,20.4612,0.0,16.5,16.15,0.87
166.5015,37.9127,3.0,16.5,16.17,0.98
166.7161,65.1013,2.0,16.5,16.22,0.82
167.0205,16.8056,3.0,16.5,16.45,0.88
167.8025,58.7827,0.0,16.5,16.52,0.81
169.5287,-81.6055,1.0,16.5,15.94,0.79
17.4857,-40.3475,2.0,16.5,16.52,0.84
17.5405,4.4057,4.0,16.5,16.05,0.90
171.8634,29.1414,3.0,16.5,16.28,0.87
173.5247,48.6513,1.0,16.5,16.51,1.01
174.8412,31.4919,0.0,16.5,16.21,0.86
175.3233,6.6899,1.0,16.5,16.43,1.08
176.3474,33.7956,3.0,16.5,16.31,0.85
178.1868,34.1107,0.0,16.5,16.24,0.84
179.5156,-3.5604,2.0,16.5,16.30,0.78
179.8026,-14.5319,4.0,16.5,17.09,0.94
180.2758,-0.1171,4.0,16.5,16.16,0.91
184.0765,20.9992,1.0,16.5,16.54,0.89
184.5657,32.3957,2.0,16.5,16.37,0.82
185.492,49.5705,2.0,16.5,16.35,0.91
192.0693,7.7163,1.0,16.5,16.24,0.82
194.164,6.1522,2.0,16.5,16.55,1.11
194.3498,48.5423,1.0,16.5,16.47,1.15
196.5822,-2.6119,2.0,16.5,16.28,0.85
199.8386,77.9728,2.0,16.5,16.91,1.31
201.4836,8.1579,1.0,16.5,16.42,0.85
202.6918,11.6613,2.0,16.5,16.29,0.83
206.1177,4.8414,4.0,16.5,16.52,0.90
206.5889,8.1437,0.0,16.5,16.33,0.85
207.9847,-24.3854,3.0,16.5,15.47,1.19
208.0286,42.877,2.0,16.5,16.44,0.79
21.1273,32.8295,2.0,16.5,16.45,0.81
210.6879,63.3391,2.0,16.5,16.17,0.82
211.2067,65.9088,4.0,16.5,15.58,2.14
212.5515,11.5965,3.0,16.5,16.30,0.87
213.6925,16.6521,1.0,16.5,16.46,0.88
215.1734,55.7472,0.0,16.5,16.48,0.92
216.8459,59.1252,1.0,16.5,16.27,0.83
217.2692,12.0695,1.0,16.5,16.07,0.91
22.7801,61.3426,0.0,16.5,16.60,0.82
221.3203,0.6596,1.0,16.5,16.35,1.04
225.6476,-5.4733,4.0,16.5,16.46,0.90
226.1114,30.4015,4.0,16.5,16.40,0.84
226.3559,-82.7086,3.0,16.5,17.10,0.93
226.7242,2.3179,3.0,16.5,16.19,1.18
228.5122,31.4369,2.0,16.5,16.64,0.90
229.5101,65.1826,3.0,16.5,15.50,1.82
23.3005,-35.3213,4.0,16.5,16.45,0.88
231.4975,-24.4703,4.0,16.5,16.52,1.01
233.0483,48.3402,4.0,16.5,16.39,0.90
237.2584,48.3661,4.0,16.5,16.42,0.79
238.0602,60.2862,3.0,16.5,16.16,0.97
240.9146,50.1654,2.0,16.5,16.03,0.95
243.0203,-4.6376,4.0,16.5,16.45,0.83
246.2444,22.0584,1.0,16.5,16.28,1.00
246.6784,8.0541,1.0,16.5,15.64,1.27
247.853,42.284,0.0,16.5,17.45,0.77
250.5847,22.1955,3.0,16.5,16.41,0.82
251.4567,79.3581,2.0,16.5,16.26,0.96
251.7609,38.8338,2.0,16.5,16.07,0.82
252.9165,72.3069,3.0,16.5,16.51,0.98
253.8248,-22.6793,0.0,16.5,16.77,0.82
255.2265,46.4815,3.0,16.5,16.01,0.83
258.5825,37.2701,2.0,16.5,16.18,0.81
259.2979,-81.2527,0.0,16.5,16.00,1.29
26.5842,-2.715,3.0,16.5,16.33,0.96
26.9529,20.621,0.0,16.5,16.14,0.83
261.7427,26.5769,0.0,16.5,16.19,0.79
264.677,38.3507,0.0,16.5,16.45,0.78
266.6348,50.4696,4.0,16.5,16.34,0.82
280.3346,59.1022,4.0,16.5,15.87,0.86
282.3311,-16.79,0.0,16.5,16.83,0.88
29.4329,0.6016,4.0,16.5,16.12,0.85
296.5637,-52.1469,0.0,16.5,16.46,0.85
3.6753,16.3573,3.0,16.5,16.21,0.93
300.6136,-71.3267,1.0,16.5,15.88,2.30
303.0571,-52.5475,2.0,16.5,16.26,0.75
307.8234,0.4625,4.0,16.5,16.18,1.02
315.211,-43.0923,1.0,16.5,15.78,0.74
33.1271,-35.0584,2.0,16.5,15.81,0.78
33.7625,3.4267,2.0,16.5,16.46,0.82
33.968,-40.3954,4.0,16.5,16.42,1.01
336.5456,-84.1064,1.0,16.5,16.14,0.79
340.9179,-12.5165,3.0,16.5,16.40,0.88
341.8666,-54.8686,2.0,16.5,16.46,0.81
344.0555,-33.0606,3.0,16.5,16.33,0.77
353.2174,-5.3618,0.0,16.5,16.28,0.79
353.4147,-25.4529,1.0,16.5,16.26,0.84
353.5167,8.7905,1.0,16.5,16.22,0.84
357.5073,19.6975,4.0,16.5,16.25,0.85
36.662,-44.6896,1.0,16.5,16.79,0.84
44.4837,-27.2034,4.0,16.5,16.49,1.05
48.5914,-9.9148,3.0,16.5,16.40,0.83
49.4572,1.0873,0.0,16.5,16.24,0.84
50.618,-50.7611,2.0,16.5,16.36,1.00
51.348,-56.5957,2.0,16.5,16.59,0.98
52.7085,-24.1033,0.0,16.5,16.29,0.73
54.5522,-24.7306,3.0,16.5,16.41,0.79
56.5393,-42.0849,3.0,16.5,15.74,1.45
62.3688,32.0461,0.0,16.5,16.70,0.83
64.2187,1.09,0.0,16.5,17.11,0.97
68.824,-26.3562,4.0,16.5,16.30,0.81
72.7812,-23.4261,2.0,16.5,16.08,0.94
77.4161,-25.2342,3.0,16.5,16.48,0.88
84.9565,-10.4939,2.0,16.5,16.55,0.83
9.132,-3.2241,1.0,16.5,16.46,0.80
9.401,-23.0404,3.0,16.5,16.00,0.88
91.0359,-48.2903,1.0,16.5,16.99,0.86
102.1985,15.2736,3.0,16.6,16.73,1.00
11.8129,-81.1933,1.0,16.6,16.31,0.81
116.0825,-62.1834,0.0,16.6,16.64,0.97
122.4121,34.927,2.0,16.6,16.62,1.08
124.1133,-13.1979,0.0,16.6,16.21,0.78
124.9243,5.5064,2.0,16.6,16.31,0.75
125.1285,-3.2372,3.0,16.6,16.38,0.82
126.4803,40.2257,3.0,16.6,16.39,1.10
130.9412,-19.8024,1.0,16.6,16.01,0.85
133.9525,42.6203,3.0,16.6,16.89,1.18
135.8112,40.9333,4.0,16.6,16.18,0.85
139.3109,-3.7206,2.0,16.6,16.16,0.84
143.2642,4.8766,1.0,16.6,16.77,0.93
149.525,-3.2945,2.0,16.6,16.46,0.79
16.2578,50.5556,0.0,16.6,16.85,0.95
165.7209,-1.8186,0.0,16.6,16.74,0.81
175.9695,15.9727,3.0,16.6,16.21,0.80
178.519,-0.1693,3.0,16.6,16.44,0.93
179.2897,28.3669,1.0,16.6,16.36,0.85
179.7682,21.0359,1.0,16.6,16.50,0.92
181.0505,11.7654,2.0,16.6,16.89,0.93
181.1867,-3.3623,3.0,16.6,16.32,0.91
182.6597,-25.4538,1.0,16.6,16.24,0.78
183.5313,29.058,4.0,16.6,16.35,0.81
19.1544,-28.1964,1.0,16.6,16.14,1.27
19.4458,-24.726,3.0,16.6,17.42,0.79
190.6348,76.5716,0.0,16.6,16.39,0.74
207.463,42.2799,1.0,16.6,16.52,0.85
209.7343,36.9068,1.0,16.6,16.18,0.84
211.8045,-7.1609,2.0,16.6,15.56,0.78
211.892,12.1615,1.0,16.6,16.49,0.93
216.0955,34.5658,0.0,16.6,16.48,0.74
217.5209,41.4522,4.0,16.6,16.46,1.23
226.7137,55.5359,2.0,16.6,16.18,0.95
227.2431,31.9107,0.0,16.6,16.29,0.81
232.9682,26.3483,0.0,16.6,16.22,0.99
236.6042,-28.9566,1.0,16.6,16.23,0.77
237.4157,19.8987,1.0,16.6,16.33,1.03
239.5539,0.7479,0.0,16.6,16.26,0.82
244.9441,19.5711,0.0,16.6,16.13,0.99
25.1703,-7.9803,1.0,16.6,16.32,0.77
252.1883,80.0869,1.0,16.6,16.69,1.05
258.5226,-20.4646,0.0,16.6,17.14,1.06
258.6141,56.0322,1.0,16.6,16.60,0.93
260.1457,10.0866,3.0,16.6,16.15,0.90
271.0388,56.3562,2.0,16.6,16.66,0.90
275.9108,-34.9034,4.0,16.6,16.66,1.41
29.5414,25.2614,1.0,16.6,17.11,0.93
291.3294,37.0932,3.0,16.6,16.64,1.03
301.2749,70.0776,3.0,16.6,17.06,0.96
306.6283,76.7467,2.0,16.6,17.29,0.82
312.3406,-0.6573,1.0,16.6,16.33,0.86
318.0311,-14.7367,4.0,16.6,16.26,0.77
318.9336,-1.4293,4.0,16.6,16.39,0.82
320.7802,-10.6136,1.0,16.6,16.65,0.96
326.3891,-4.5775,4.0,16.6,16.24,1.19
327.5265,-4.6918,2.0,16.6,16.43,0.86
332.7439,32.0614,0.0,16.6,16.22,1.07
336.6063,69.0356,3.0,16.6,16.32,0.86
34.7729,-17.4202,0.0,16.6,16.45,0.92
341.1528,25.062,1.0,16.6,15.37,0.69
342.0865,-0.5393,0.0,16.6,15.81,1.04
344.0797,-71.3542,0.0,16.6,16.07,1.08
345.228,-7.5954,3.0,16.6,15.12,1.25
347.5492,-10.9843,1.0,16.6,16.34,0.80
349.6133,7.0236,2.0,16.6,15.76,1.00
354.224,-23.4406,1.0,16.6,16.25,0.83
356.41,-14.8246,1.0,16.6,16.52,0.88
38.1297,-25.2686,0.0,16.6,16.25,0.84
38.6275,80.727,4.0,16.6,16.87,0.93
38.9028,-29.6453,0.0,16.6,16.36,0.86
43.4465,-10.5265,3.0,16.6,16.24,0.81
45.1539,-36.2955,4.0,16.6,16.79,1.04
45.5372,0.7741,2.0,16.6,16.37,0.90
45.8075,-70.8408,3.0,16.6,16.35,0.78
48.6362,-9.0796,1.0,16.6,16.26,0.77
50.3641,-53.1822,0.0,16.6,16.35,0.86
53.0098,-70.6636,3.0,16.6,16.53,0.79
54.0535,-21.5247,3.0,16.6,16.33,0.84
54.6334,-57.0802,0.0,16.6,16.50,0.74
59.3873,-68.1591,2.0,16.6,16.06,0.74
62.8015,-39.6955,0.0,16.6,16.47,0.87
74.5981,-86.7358,4.0,16.6,16.22,0.80
75.4215,30.8071,1.0,16.6,15.69,1.83
8.4951,39.1088,2.0,16.6,16.20,1.23
83.3997,14.8543,4.0,16.6,16.76,1.04
85.2788,-48.9029,2.0,16.6,15.45,2.36
89.5267,-38.6421,3.0,16.6,17.12,0.95
96.1877,-32.5154,4.0,16.6,16.17,0.81
96.6095,-17.1796,3.0,16.6,17.07,0.93
99.6637,27.866,4.0,16.6,15.98,1.14
102.6472,20.9322,1.0,16.7,16.72,0.99
102.6937,25.0499,4.0,16.7,16.99,1.39
113.8418,51.7781,0.0,16.7,17.16,0.87
123.0078,2.6258,1.0,16.7,16.51,0.99
126.6161,-64.071,2.0,16.7,17.33,0.78
129.3526,14.9724,2.0,16.7,17.52,0.75
13.5419,47.6031,1.0,16.7,16.41,0.83
133.1789,43.0485,0.0,16.7,16.59,0.84
14.5575,-14.4914,4.0,16.7,16.50,0.93
141.7598,51.6261,1.0,16.7,16.42,0.94
146.5255,21.8607,4.0,16.7,16.16,0.86
15.3178,27.5161,2.0,16.7,16.27,0.98
159.6589,67.9211,4.0,16.7,16.16,0.81
160.1207,9.7983,0.0,16.7,16.80,0.85
162.6679,33.1679,3.0,16.7,16.15,0.87
167.2435,-1.8255,4.0,16.7,16.35,0.87
171.6484,-42.8701,1.0,16.7,16.34,0.82
173.2623,18.7847,3.0,16.7,16.49,1.00
176.7875,-32.5009,0.0,16.7,16.75,0.90
177.5709,10.2814,2.0,16.7,16.37,0.74
178.8805,6.1488,4.0,16.7,16.23,0.88
185.9672,30.4575,3.0,16.7,16.14,0.91
194.7002,-4.7958,2.0,16.7,17.37,0.74
20.4695,-39.2623,0.0,16.7,16.35,0.75
201.3824,66.3508,2.0,16.7,16.21,0.70
21.7174,0.5523,0.0,16.7,16.36,0.94
211.7231,27.4351,2.0,16.7,16.26,0.86
212.8888,-7.3814,3.0,16.7,15.32,0.90
216.2838,66.8275,4.0,16.7,16.36,0.88
217.1245,74.5006,3.0,16.7,16.03,1.13
224.9528,31.6868,3.0,16.7,16.13,0.94
235.5129,-29.2526,3.0,16.7,16.85,0.95
236.0819,-6.8209,1.0,16.7,17.65,0.85
239.7526,45.2826,0.0,16.7,16.42,0.79
240.3978,16.2111,1.0,16.7,16.24,0.84
243.6833,-8.8557,0.0,16.7,16.28,0.77
247.0806,36.503,4.0,16.7,16.42,0.91
247.1626,25.4656,3.0,16.7,16.73,0.88
25.9475,-58.7643,2.0,16.7,16.69,0.93
255.2194,33.4086,3.0,16.7,16.50,0.92
265.0724,43.4139,4.0,16.7,16.27,0.78
270.4332,29.8488,0.0,16.7,16.46,0.79
287.7172,28.9401,0.0,16.7,16.75,0.87
3.8665,35.611,3.0,16.7,16.27,0.83
30.7176,-2.3891,3.0,16.7,15.89,1.07
303.0041,-77.2055,0.0,16.7,16.47,0.81
304.375,-41.2543,2.0,16.7,16.27,0.88
306.3132,-22.5051,0.0,16.7,16.38,0.88
307.6002,-50.5703,1.0,16.7,16.56,0.81
323.7955,22.7188,2.0,16.7,16.26,0.80
326.1754,-18.3001,2.0,16.7,16.29,0.75
331.2138,-18.2601,2.0,16.7,16.44,0.84
337.2761,-31.5056,1.0,16.7,16.07,0.86
344.1502,-55.786,0.0,16.7,16.23,1.49
347.6149,-37.3203,2.0,16.7,16.43,0.93
349.9701,-1.274,2.0,16.7,16.46,0.90
37.2326,-29.4546,3.0,16.7,16.29,0.82
39.5569,-9.4087,2.0,16.7,16.27,0.80
39.7245,25.902,0.0,16.7,16.52,0.98
46.434,40.5863,0.0,16.7,16.22,0.81
49.1406,-22.2702,0.0,16.7,16.43,0.82
59.7337,-30.9133,0.0,16.7,16.58,0.79
62.2709,-5.5432,2.0,16.7,15.19,1.94
73.0637,21.0511,2.0,16.7,16.16,0.95
73.2063,-0.0311,0.0,16.7,16.72,0.97
74.645,8.9454,0.0,16.7,16.62,0.91
76.6793,-23.7387,1.0,16.7,16.40,0.83
77.0546,-28.1285,1.0,16.7,16.46,1.00
78.6129,-34.2072,2.0,16.7,15.85,0.81
9.7842,-22.3337,4.0,16.7,16.60,1.46
102.39,-31.6556,1.0,16.8,17.00,0.91
108.0982,33.226,4.0,16.8,16.20,0.96
123.2734,71.7207,1.0,16.8,16.81,0.93
14.4932,63.4442,1.0,16.8,17.19,1.04
141.0044,5.5626,2.0,16.8,16.60,0.98
147.3915,48.1408,4.0,16.8,16.27,0.90
15.0447,-2.581,2.0,16.8,15.95,0.81
152.5666,-31.319,4.0,16.8,17.24,0.99
16.3672,-17.2062,1.0,16.8,16.56,0.96
160.2433,13.6974,1.0,16.8,17.34,0.84
162.8557,39.7238,4.0,16.8,17.13,1.03
163.1022,8.236,4.0,16.8,16.87,1.07
166.104,42.5818,3.0,16.8,17.01,0.93
174.1101,70.1575,3.0,16.8,16.40,1.03
174.7532,55.5099,2.0,16.8,16.52,0.88
176.9496,-21.2779,3.0,16.8,17.01,0.92
180.524,28.5573,4.0,16.8,16.02,0.74
181.2254,53.5104,2.0,16.8,16.39,0.98
181.9361,31.8143,1.0,16.8,17.22,0.86
185.2824,47.7079,1.0,16.8,16.56,0.87
185.3415,30.177,2.0,16.8,16.72,1.04
187.038,-2.3601,2.0,16.8,16.55,0.84
187.4355,16.668,1.0,16.8,16.40,0.84
189.5007,26.5981,1.0,16.8,15.93,0.88
193.7909,28.0716,1.0,16.8,16.41,0.93
200.6312,13.7417,1.0,16.8,16.43,0.90
200.7542,4.6643,1.0,16.8,16.21,0.84
201.5737,12.4997,3.0,16.8,16.62,1.05
201.6497,25.833,2.0,16.8,16.50,0.84
205.9477,0.3399,1.0,16.8,16.03,0.87
209.8445,-2.0029,3.0,16.8,16.40,0.85
21.7385,33.1251,0.0,16.8,16.73,0.82
219.2407,56.6571,1.0,16.8,16.66,0.90
232.8365,56.8187,0.0,16.8,16.36,0.83
238.5503,24.2407,1.0,16.8,16.52,0.85
240.7832,-24.8304,3.0,16.8,15.74,1.04
257.7862,2.7347,0.0,16.8,16.79,1.15
262.1598,70.684,3.0,16.8,16.31,0.87
264.0219,20.5503,3.0,16.8,16.83,0.90
266.248,-17.4442,0.0,16.8,16.75,1.33
279.1338,19.8462,3.0,16.8,16.54,1.64
32.3212,44.8296,2.0,16.8,17.00,0.96
325.6104,36.9971,1.0,16.8,17.33,0.84
326.1232,-56.6469,0.0,16.8,16.51,1.44
33.5492,-35.6286,3.0,16.8,16.95,0.97
347.1953,-22.3302,1.0,16.8,16.50,0.97
347.8287,-9.773,0.0,16.8,16.43,0.83
354.837,-74.0766,0.0,16.8,16.72,0.96
49.0632,-22.79,4.0,16.8,16.25,0.83
50.1585,11.4145,0.0,16.8,16.37,1.88
58.271,-36.3857,0.0,16.8,16.52,0.76
60.2967,-53.9162,1.0,16.8,17.53,0.71
71.9915,-35.8273,1.0,16.8,16.19,0.97
75.8295,-39.0063,0.0,16.8,15.95,1.18
81.1657,-26.2652,4.0,16.8,16.78,0.91
0.8315,-52.791,3.0,16.9,16.64,1.54
102.0582,16.1157,4.0,16.9,16.62,0.97
107.3021,-15.451,1.0,16.9,16.92,0.95
110.3079,-2.3486,0.0,16.9,17.33,0.75
121.2406,-6.4072,1.0,16.9,16.24,0.74
127.5631,-9.7488,3.0,16.9,17.57,0.73
146.6277,10.8675,4.0,16.9,16.40,1.10
153.1845,42.4992,1.0,16.9,16.53,0.87
157.8272,50.8933,2.0,16.9,16.99,1.06
164.3462,23.0552,1.0,16.9,17.11,0.89
164.4902,29.6206,2.0,16.9,16.38,0.82
168.1025,17.856,3.0,16.9,16.81,0.85
171.2243,49.5694,1.0,16.9,16.77,0.97
172.6922,-31.6354,1.0,16.9,17.04,0.99
176.3963,-3.6671,2.0,16.9,17.31,0.85
193.254,38.4405,2.0,16.9,17.11,0.94
194.383,24.2112,3.0,16.9,17.56,0.77
198.8859,11.5588,1.0,16.9,17.00,0.82
24.6439,24.9771,1.0,16.9,16.89,0.94
26.8161,-0.1385,1.0,16.9,16.23,0.78
269.0663,55.3717,3.0,16.9,17.22,0.93
29.2528,-32.5915,1.0,16.9,17.34,0.83
299.9993,65.1485,1.0,16.9,17.13,1.30
307.6163,-14.6547,4.0,16.9,15.91,1.41
309.848,52.3306,4.0,16.9,16.71,1.25
322.1665,-19.698,4.0,16.9,16.43,0.81
322.9648,-25.2663,3.0,16.9,17.18,0.88
330.1305,0.595,2.0,16.9,16.02,0.86
332.6237,36.3666,3.0,16.9,16.84,0.88
338.1896,-0.6757,2.0,16.9,16.31,0.80
350.0508,41.7682,0.0,16.9,16.35,0.77
352.804,-3.0251,1.0,16.9,15.65,0.96
355.1826,-46.3535,2.0,16.9,16.41,0.81
38.4208,6.9364,0.0,16.9,17.14,0.79
63.7422,-53.6622,4.0,16.9,17.13,0.86
70.8683,-41.8656,3.0,16.9,17.11,0.86
75.8975,-11.2517,0.0,16.9,16.42,0.76
85.9884,-55.5354,0.0,16.9,16.53,0.84
89.9972,64.1663,1.0,16.9,16.23,1.36
94.9565,57.597,1.0,16.9,17.17,0.84
95.1669,26.7255,0.0,16.9,16.57,0.85
98.2412,59.2616,0.0,16.9,16.42,0.89
10.4459,-47.0269,3.0,17.0,17.47,0.80
105.384,25.1649,1.0,17.0,16.58,0.83
114.8641,-67.3601,4.0,17.0,16.77,1.24
123.2433,15.5312,4.0,17.0,17.28,0.84
126.7795,8.6892,2.0,17.0,16.39,0.80
127.0592,41.8977,1.0,17.0,16.93,0.89
13.4489,-66.7549,1.0,17.0,17.31,0.87
134.5121,-31.5106,0.0,17.0,16.95,1.10
134.7928,83.7501,1.0,17.0,16.89,0.82
137.472,31.1009,4.0,17.0,17.33,1.02
138.3432,81.5514,2.0,17.0,17.04,0.83
140.065,39.1705,1.0,17.0,16.46,0.91
142.7368,39.5599,4.0,17.0,16.54,0.86
149.2064,1.9339,4.0,17.0,16.44,0.84
150.9286,-21.6359,2.0,17.0,16.39,0.91
154.2027,77.0454,1.0,17.0,16.68,0.89
154.6418,31.4761,4.0,17.0,16.49,0.93
154.7433,21.9996,4.0,17.0,16.52,1.02
156.1349,-45.7408,3.0,17.0,17.01,0.91
157.9079,-26.1213,3.0,17.0,17.66,0.73
17.8758,5.6075,0.0,17.0,17.27,0.83
170.8252,-32.5385,3.0,17.0,16.48,0.86
176.9796,22.0944,4.0,17.0,16.55,0.86
185.0605,-24.9968,3.0,17.0,16.99,0.90
185.7704,45.5789,1.0,17.0,16.11,0.85
188.7966,-14.0565,1.0,17.0,17.14,0.90
19.3516,-22.4664,4.0,17.0,17.03,1.09
192.8951,-29.9787,0.0,17.0,17.00,0.95
198.6693,-9.0301,3.0,17.0,16.27,0.79
2.1474,-23.6577,4.0,17.0,16.59,0.91
20.5158,-30.0859,4.0,17.0,17.12,0.76
209.304,-1.7668,3.0,17.0,16.37,0.84
211.6258,12.6057,2.0,17.0,16.60,0.84
212.3296,13.8778,1.0,17.0,16.66,0.89
216.0883,37.098,0.0,17.0,16.60,1.15
216.748,-25.9759,2.0,17.0,16.71,0.88
219.8834,6.6709,4.0,17.0,16.38,0.83
220.5065,6.7084,2.0,17.0,16.44,0.88
221.2657,8.0339,4.0,17.0,16.35,0.84
222.8655,63.9054,2.0,17.0,16.84,0.91
225.983,65.9949,3.0,17.0,16.31,0.82
23.8484,-27.4703,2.0,17.0,16.38,0.72
237.4772,58.4355,3.0,17.0,16.25,0.87
240.7453,42.2009,2.0,17.0,17.30,0.79
241.9194,25.6871,0.0,17.0,17.16,0.96
245.8773,8.9567,2.0,17.0,17.38,0.82
248.571,33.089,0.0,17.0,16.49,0.94
26.4917,21.5845,3.0,17.0,16.38,0.83
262.0776,50.2196,4.0,17.0,17.04,1.43
267.1568,-8.9113,0.0,17.0,17.34,0.88
287.8739,-19.1402,2.0,17.0,16.51,1.14
296.2298,-21.722,3.0,17.0,16.47,1.20
299.5621,-30.1866,0.0,17.0,17.12,1.02
30.2757,0.5667,1.0,17.0,16.77,0.85
311.8996,-29.1497,3.0,17.0,16.33,0.81
313.1772,8.1779,2.0,17.0,17.27,0.82
32.4447,26.4252,1.0,17.0,17.38,0.88
324.7198,-20.8966,2.0,17.0,17.26,0.80
334.3686,-31.1057,3.0,17.0,17.08,0.85
338.2546,13.6005,3.0,17.0,17.18,1.07
34.0692,-48.2739,4.0,17.0,17.20,0.98
340.3481,29.7132,2.0,17.0,16.57,0.81
346.8223,-42.6046,4.0,17.0,16.52,0.89
358.3379,-14.9826,0.0,17.0,16.72,0.85
41.2827,18.7189,3.0,17.0,16.52,0.91
41.9672,0.6851,4.0,17.0,16.16,0.97
42.579,-21.4944,0.0,17.0,16.55,0.83
46.3128,-16.1379,3.0,17.0,15.36,2.16
50.0384,-70.7593,4.0,17.0,17.48,0.77
50.9615,7.2936,0.0,17.0,16.76,0.87
65.3872,-6.4843,2.0,17.0,17.32,0.75
70.3336,-26.2833,0.0,17.0,16.58,1.22
70.6694,61.6777,1.0,17.0,16.84,1.06
75.7743,65.567,4.0,17.0,16.82,0.95
79.6895,-57.3488,1.0,17.0,16.69,0.99
88.5462,-27.9583,4.0,17.0,15.98,0.92
96.0937,-29.7463,1.0,17.0,16.83,0.86
100.0299,-12.8875,2.0,17.1,17.60,0.84
102.2104,-69.7563,3.0,17.1,17.20,0.79
116.8177,85.2025,4.0,17.1,16.95,0.95
125.8356,11.4309,4.0,17.1,16.22,0.73
127.5455,52.5076,3.0,17.1,16.33,0.88
127.8223,51.564,1.0,17.1,17.08,0.93
138.1275,15.9244,2.0,17.1,16.59,0.88
138.2509,-21.0558,0.0,17.1,16.81,0.99
155.6822,-1.2173,3.0,17.1,17.21,1.05
158.4433,37.1403,1.0,17.1,16.92,0.89
158.6604,-46.7343,4.0,17.1,17.02,0.95
160.7661,0.9057,3.0,17.1,17.13,0.89
161.5129,75.6779,4.0,17.1,16.85,0.85
165.9887,26.1886,1.0,17.1,17.08,0.89
167.8787,34.8676,1.0,17.1,17.23,0.74
177.3765,24.6574,3.0,17.1,16.66,0.95
197.9824,8.8947,0.0,17.1,17.13,0.91
21.1822,-31.7286,1.0,17.1,16.86,0.91
211.6251,-39.5859,4.0,17.1,17.33,0.83
212.6285,61.0035,4.0,17.1,17.06,0.94
217.3257,-1.6484,0.0,17.1,17.09,0.83
219.6066,12.0719,4.0,17.1,16.49,0.95
224.0151,50.8073,3.0,17.1,17.26,0.88
226.6546,-5.668,3.0,17.1,16.98,0.94
227.9524,-5.2297,4.0,17.1,16.99,1.09
233.7533,53.3437,2.0,17.1,17.44,0.78
246.6919,63.0135,3.0,17.1,16.78,0.88
253.0882,49.5482,4.0,17.1,16.53,0.87
270.0085,28.1794,2.0,17.1,17.12,0.86
271.037,0.7062,4.0,17.1,17.90,1.02
280.6243,-58.6993,3.0,17.1,17.21,0.88
29.3398,-21.9812,3.0,17.1,16.99,0.92
292.14,53.6507,4.0,17.1,17.31,0.84
326.6071,-47.8105,2.0,17.1,17.25,0.81
353.4682,-24.2831,1.0,17.1,16.63,0.90
359.7828,-30.6279,1.0,17.1,17.55,0.87
38.1564,31.5245,4.0,17.1,16.75,0.91
4.6158,29.7919,0.0,17.1,17.38,0.83
41.9652,-22.8339,0.0,17.1,16.92,0.86
42.6023,45.7002,2.0,17.1,16.41,0.93
42.798,-18.5202,2.0,17.1,15.64,0.99
55.7257,-37.1271,4.0,17.1,17.39,0.99
70.0776,-24.9927,2.0,17.1,16.43,0.92
72.1567,-16.5453,4.0,17.1,16.64,1.02
10.4302,8.5551,4.0,17.2,16.61,1.00
100.8613,42.2385,0.0,17.2,17.25,1.15
110.8085,58.6891,3.0,17.2,16.97,0.93
116.8424,9.0967,3.0,17.2,16.51,1.42
118.8466,37.4388,1.0,17.2,16.94,1.00
125.9818,39.7965,0.0,17.2,17.20,0.89
132.1653,5.105,0.0,17.2,17.25,0.76
156.8848,35.4395,4.0,17.2,16.57,0.95
