Right Ascension,Declination,Bag,Catalogue Peak,Estimated Peak,Estimate Error (95%)
183.9448,-17.5293,3.0,11.32,13.11,1.55
88.8784,39.8137,1.0,11.53,12.34,0.54
102.6024,-16.6277,1.0,11.57,12.39,0.64
83.5729,-37.7904,4.0,11.57,12.99,1.20
193.6594,11.685,4.0,11.6,12.78,0.81
305.8293,31.884,3.0,11.6,12.91,0.68
303.9807,65.9146,2.0,11.63,12.42,0.65
247.7131,82.5626,3.0,11.76,12.33,0.57
98.3615,-22.3895,1.0,11.78,12.45,0.81
306.4734,-28.7635,3.0,11.8,12.47,0.78
65.7176,2.3242,2.0,11.89,12.29,0.69
208.5287,-2.1009,1.0,11.9,12.31,0.70
195.7186,57.8105,1.0,11.92,12.77,0.97
333.0249,23.9279,1.0,11.92,12.46,0.66
117.0128,-16.664,3.0,11.95,12.40,0.59
206.7046,-60.4083,1.0,11.95,13.53,1.29
240.5303,33.4481,2.0,11.95,12.44,0.64
115.5115,49.0043,1.0,11.99,12.92,0.73
122.1653,49.8435,0.0,11.99,12.46,0.80
164.3518,-23.7005,4.0,11.99,12.75,0.86
170.3546,-5.899,1.0,11.99,12.57,0.63
318.743,28.5492,3.0,11.99,12.51,0.63
124.1089,-0.0992,1.0,12.0,12.85,0.80
147.2388,0.3738,4.0,12.0,12.72,0.64
173.8087,30.1682,3.0,12.0,12.93,0.76
20.4233,11.8307,4.0,12.0,12.60,0.88
206.0362,66.1032,4.0,12.0,12.63,0.75
250.5327,68.9444,1.0,12.0,12.46,0.73
255.4369,-56.3655,0.0,12.0,13.94,2.67
255.9912,76.7695,3.0,12.0,12.95,0.73
44.8628,7.7943,0.0,12.0,12.74,0.86
5.6352,6.1345,2.0,12.0,12.95,0.79
121.3037,-1.1872,2.0,12.02,12.33,0.69
162.7699,-31.6373,0.0,12.02,12.38,0.69
171.9172,56.8374,1.0,12.02,12.43,0.65
186.2266,-83.2195,0.0,12.02,12.50,0.70
218.2404,-18.0265,0.0,12.02,12.41,0.74
109.466,45.6342,2.0,12.05,12.40,0.67
129.1634,-20.2832,1.0,12.05,12.55,0.59
12.7896,-42.4426,3.0,12.06,12.64,0.69
179.6115,48.4212,1.0,12.06,12.51,0.62
312.4411,10.054,1.0,12.06,12.38,0.71
77.5639,-18.2078,2.0,12.06,12.42,0.89
112.0132,53.4214,1.0,12.07,12.70,0.76
268.427,28.8014,3.0,12.08,12.28,0.96
348.5391,-44.9303,2.0,12.08,12.29,0.63
141.8453,24.937,4.0,12.1,13.31,0.86
142.7723,14.2379,0.0,12.1,13.98,2.34
154.0131,5.2173,4.0,12.1,12.71,0.79
165.4534,72.427,3.0,12.1,12.48,0.81
171.4738,26.1722,4.0,12.1,12.25,0.83
200.2967,22.27,0.0,12.1,12.84,0.66
213.7913,8.5348,0.0,12.1,12.57,0.96
226.721,42.6564,1.0,12.1,13.53,2.23
320.9355,5.5895,3.0,12.1,12.53,0.81
327.0228,6.9607,4.0,12.1,12.91,0.77
40.6215,11.0169,0.0,12.1,12.63,0.58
61.8712,7.7021,3.0,12.1,12.79,0.80
72.5234,-81.0174,0.0,12.1,12.59,1.03
81.2276,-28.3116,2.0,12.1,12.45,0.68
326.73,4.4571,3.0,12.12,12.52,0.76
37.7992,-47.7699,4.0,12.12,14.11,1.74
246.4903,41.5779,3.0,12.13,12.47,0.52
342.1612,-32.5978,1.0,12.13,12.47,0.63
62.9436,30.6632,4.0,12.13,12.61,0.85
82.7351,13.532,2.0,12.13,12.41,0.61
91.9987,-8.5806,1.0,12.13,12.75,0.68
149.582,47.4188,3.0,12.14,12.43,0.70
34.3784,73.8257,1.0,12.14,12.46,0.55
84.9762,-28.6655,0.0,12.14,12.27,0.62
153.7098,-45.1448,4.0,12.15,12.68,1.02
272.0576,-50.1982,2.0,12.15,12.37,0.80
356.6067,80.132,0.0,12.15,12.87,1.13
136.1766,-35.2401,2.0,12.16,12.37,0.72
16.2425,-24.2746,1.0,12.16,12.72,0.84
200.3085,-26.6029,2.0,12.16,12.36,0.69
278.416,-21.0615,4.0,12.16,12.64,0.53
3.4755,-4.3979,4.0,12.16,12.36,0.71
69.1801,-58.6695,2.0,12.16,12.29,0.80
12.7842,-6.834,2.0,12.17,12.43,0.64
294.8611,-15.4286,3.0,12.17,12.19,0.74
35.735,-34.6913,4.0,12.17,12.53,0.92
109.7686,-62.3007,0.0,12.19,13.53,1.33
19.6841,-8.8497,2.0,12.19,12.52,0.78
122.236,40.8791,4.0,12.2,12.55,0.78
129.3434,58.4172,4.0,12.2,12.50,1.08
130.3515,70.895,0.0,12.2,12.45,0.65
134.2286,71.7733,4.0,12.2,12.90,0.70
159.6694,-53.1954,1.0,12.2,12.40,0.63
163.6351,39.4701,2.0,12.2,12.57,0.71
179.8826,29.2455,2.0,12.2,12.78,0.73
184.7767,48.4989,4.0,12.2,12.42,0.85
226.1041,10.4942,1.0,12.2,12.70,0.64
297.9478,-5.1622,4.0,12.2,12.72,0.76
324.1608,0.6984,0.0,12.2,12.46,0.64
353.5534,7.6076,3.0,12.2,12.70,1.03
358.5903,45.8845,4.0,12.2,12.31,0.71
39.6622,16.6165,3.0,12.2,12.70,0.65
43.3716,-54.6976,4.0,12.2,12.95,0.81
45.8372,-79.2491,2.0,12.2,12.88,0.83
359.8979,-31.5622,1.0,12.22,12.66,0.77
104.0463,-3.3852,3.0,12.23,12.50,0.60
113.4894,4.9374,4.0,12.23,12.37,0.65
116.6078,25.8173,4.0,12.23,12.31,0.64
161.929,-62.2874,0.0,12.23,12.69,0.70
183.0791,24.6919,4.0,12.23,15.00,2.35
227.1623,-49.884,2.0,12.23,12.31,0.72
239.4643,-0.0307,1.0,12.23,12.77,0.80
327.9814,-30.4649,3.0,12.23,12.36,0.60
350.5848,44.7618,4.0,12.23,12.78,0.72
57.4909,-21.0466,3.0,12.23,12.46,0.61
96.4676,-54.6474,0.0,12.23,12.48,0.68
259.3945,-51.9255,1.0,12.24,12.94,1.59
347.9475,45.7322,4.0,12.24,12.44,0.67
194.6596,-18.0009,0.0,12.25,12.64,0.66
359.5453,-10.3357,1.0,12.25,12.31,0.63
243.4211,34.2133,4.0,12.26,12.54,0.68
260.0431,38.4323,0.0,12.26,12.97,0.90
351.8899,9.6693,0.0,12.26,12.37,0.57
92.6262,-60.9771,3.0,12.26,12.51,0.70
10.5189,23.3336,1.0,12.27,12.39,0.56
14.2304,16.4204,1.0,12.27,12.69,0.68
162.5419,4.547,2.0,12.27,12.55,0.76
171.6839,-38.4789,4.0,12.27,12.51,0.82
174.1139,34.1276,2.0,12.27,12.38,0.62
203.1635,-12.9376,3.0,12.27,12.64,0.70
317.5041,-10.3493,4.0,12.27,12.32,0.64
354.3617,-59.0205,2.0,12.27,13.31,1.80
88.2088,3.2242,3.0,12.27,12.64,0.66
165.5057,70.3159,1.0,12.28,12.69,0.98
172.722,38.2551,1.0,12.29,12.47,0.64
206.0362,66.1032,1.0,12.29,12.63,0.75
221.6473,17.3521,4.0,12.29,12.58,0.71
293.187,-45.6105,2.0,12.29,12.62,0.87
70.6611,-0.2954,1.0,12.29,12.72,0.65
140.2436,44.6983,3.0,12.3,12.56,0.57
141.7625,39.0391,3.0,12.3,12.67,0.79
150.2925,29.1938,1.0,12.3,13.07,1.01
161.0961,80.9109,1.0,12.3,12.95,0.68
164.548,81.2424,4.0,12.3,12.73,0.68
202.7576,29.5379,0.0,12.3,13.19,0.83
209.4807,76.7225,4.0,12.3,12.65,0.74
223.4734,26.8093,0.0,12.3,13.15,0.68
251.494,63.503,3.0,12.3,12.61,0.75
28.0753,22.1188,3.0,12.3,12.76,0.70
326.7924,9.4963,1.0,12.3,12.62,0.66
336.4085,21.3018,0.0,12.3,12.68,0.77
34.2006,-32.7947,2.0,12.3,12.39,0.85
343.3449,-12.5315,2.0,12.3,12.41,0.61
347.2159,11.197,1.0,12.3,12.90,0.88
35.7349,-34.6912,3.0,12.3,12.46,0.93
350.4994,27.5462,4.0,12.3,12.70,0.85
352.3237,-47.5048,4.0,12.3,12.67,0.77
47.2651,10.4879,0.0,12.3,12.75,0.67
69.7533,-45.3729,3.0,12.3,12.62,0.64
7.5728,-42.4129,1.0,12.3,12.75,0.75
73.9615,-46.2665,0.0,12.3,12.59,0.61
116.6685,27.5831,3.0,12.31,12.39,0.66
121.3258,61.7399,4.0,12.31,12.29,0.62
13.7991,-12.2992,1.0,12.31,12.64,0.64
252.0064,22.4092,1.0,12.31,12.54,0.60
36.6984,-18.7276,3.0,12.31,12.64,0.72
42.8594,-60.0017,3.0,12.31,12.95,0.85
55.8706,36.3701,2.0,12.31,12.55,0.61
102.0587,-30.7388,4.0,12.32,12.35,0.63
203.2812,27.4218,2.0,12.32,12.76,0.85
226.277,3.4419,1.0,12.32,12.64,0.63
251.494,63.503,1.0,12.32,12.61,0.75
291.4984,21.1073,4.0,12.32,12.99,0.78
4.9408,73.4583,1.0,12.32,12.54,0.63
60.7733,26.0004,2.0,12.32,12.42,0.63
79.7951,8.8158,0.0,12.32,12.77,0.58
301.5737,64.4126,1.0,12.33,12.40,0.62
124.1684,-24.3518,2.0,12.34,12.63,0.67
147.2306,40.6624,3.0,12.34,12.49,0.69
177.9077,-48.3683,1.0,12.34,13.25,1.46
178.0717,-8.6842,0.0,12.34,12.84,0.73
196.6752,-21.7975,3.0,12.34,14.15,1.13
216.2315,-68.1328,2.0,12.34,12.30,0.76
233.9677,-47.5064,0.0,12.34,12.71,0.77
253.944,20.7563,1.0,12.34,12.51,0.98
306.2952,33.7167,0.0,12.34,12.74,0.53
339.1093,-23.1574,0.0,12.34,12.38,0.64
37.9412,13.3819,2.0,12.34,12.63,0.74
67.1776,-50.0929,1.0,12.34,12.59,0.79
79.1572,-72.6187,3.0,12.34,12.82,0.69
84.9265,14.5627,0.0,12.34,12.57,0.76
92.2044,-54.9452,0.0,12.34,12.54,0.83
92.2487,-22.3391,4.0,12.34,12.55,0.83
174.7614,40.5486,3.0,12.35,12.46,0.61
221.6515,31.1795,1.0,12.35,14.77,3.28
291.2127,-29.2417,1.0,12.35,13.01,0.80
31.2705,32.2084,2.0,12.35,12.46,0.81
64.1523,-18.8523,2.0,12.35,12.49,0.61
122.7867,-49.4954,3.0,12.36,12.98,1.32
228.6703,-36.2847,0.0,12.36,13.26,0.87
299.8418,38.7817,1.0,12.36,12.72,0.73
32.5966,-14.7497,3.0,12.36,12.47,0.72
4.9077,20.3627,0.0,12.36,12.95,1.01
184.9109,60.9656,0.0,12.37,14.42,2.74
189.8865,4.7181,4.0,12.37,12.67,0.67
137.7414,-50.8024,1.0,12.38,14.55,2.34
149.6575,50.666,0.0,12.38,12.86,0.94
166.9339,-30.7264,0.0,12.38,12.65,0.83
200.6538,-9.6272,1.0,12.38,12.47,0.70
206.3882,44.8832,1.0,12.38,12.78,0.88
217.3412,54.1031,1.0,12.38,12.50,0.75
334.8087,18.1099,3.0,12.38,12.60,0.69
1.0205,-11.8162,2.0,12.39,12.35,0.94
182.4657,18.1686,0.0,12.39,13.09,1.30
350.717,-7.6182,0.0,12.39,12.64,0.77
126.2312,39.2783,0.0,12.4,12.64,0.66
133.4508,6.9131,0.0,12.4,12.28,0.97
149.2078,25.2544,3.0,12.4,12.61,0.66
159.2227,-37.7375,4.0,12.4,12.83,1.00
160.3215,6.1714,4.0,12.4,12.52,0.79
161.3098,17.5967,1.0,12.4,12.41,0.84
162.1151,71.7266,4.0,12.4,12.59,0.63
18.8213,-1.4513,0.0,12.4,12.67,0.67
197.6194,32.3455,2.0,12.4,12.72,0.66
206.4555,7.1086,2.0,12.4,12.78,0.81
214.9442,38.3635,3.0,12.4,12.75,0.75
230.4567,43.6109,2.0,12.4,12.40,0.72
243.4211,34.2133,2.0,12.4,12.54,0.68
248.8145,38.1346,3.0,12.4,12.64,0.58
25.7923,-32.0157,1.0,12.4,12.99,0.83
253.3746,31.1325,3.0,12.4,14.60,1.46
254.5116,47.6304,3.0,12.4,12.25,0.84
288.1667,-80.1683,3.0,12.4,12.56,0.61
327.7212,-28.2116,2.0,12.4,13.39,1.62
332.318,-47.1666,3.0,12.4,13.93,1.02
34.454,1.7471,2.0,12.4,12.79,0.78
341.7659,-36.9629,2.0,12.4,13.69,1.32
351.0296,-37.2396,0.0,12.4,12.81,1.39
353.8351,-1.5193,0.0,12.4,12.57,0.85
60.5886,-31.7905,0.0,12.4,12.49,0.85
65.7175,2.3241,0.0,12.4,12.19,0.62
66.176,-37.9391,4.0,12.4,12.76,1.48
82.3754,-72.7578,3.0,12.4,12.99,0.78
1.0672,46.255,0.0,12.41,12.56,0.68
131.457,-55.9241,2.0,12.41,15.00,2.29
153.3046,-25.7819,3.0,12.41,12.54,0.59
166.4743,39.7825,1.0,12.41,14.55,2.53
168.6653,-2.7922,4.0,12.41,12.95,0.92
212.6476,62.2798,4.0,12.41,12.57,0.75
224.0338,50.8101,2.0,12.41,12.75,0.81
30.2823,-66.6368,3.0,12.41,13.12,1.27
350.913,-6.2998,1.0,12.41,12.62,0.66
4.0462,-0.2535,2.0,12.41,12.44,0.61
7.1242,20.0074,0.0,12.41,12.73,0.63
9.5614,-24.9839,1.0,12.41,12.54,0.70
98.7458,-23.5867,3.0,12.41,12.53,0.57
237.8108,-17.9173,1.0,12.43,12.85,0.70
246.9426,48.0569,0.0,12.43,12.59,0.70
126.2312,39.2783,4.0,12.44,12.64,0.66
130.3515,70.895,2.0,12.44,12.45,0.65
142.1416,-30.8289,2.0,12.44,12.47,0.70
202.4703,31.9031,0.0,12.44,12.76,0.86
248.7605,12.3619,2.0,12.44,12.86,1.53
260.6669,61.0999,1.0,12.44,12.46,0.69
261.8652,45.511,1.0,12.44,12.73,0.74
29.463,-46.2398,3.0,12.44,12.48,0.73
31.2403,-17.0222,2.0,12.44,12.34,0.61
314.3377,-7.3277,2.0,12.44,12.59,0.71
352.3238,-47.5053,3.0,12.44,12.51,0.71
4.8609,-56.6951,3.0,12.44,12.91,1.47
61.746,-38.4411,3.0,12.44,12.64,0.61
71.0915,7.2883,0.0,12.44,13.37,1.10
72.9723,-46.8889,3.0,12.44,12.36,0.66
73.9616,-46.2663,4.0,12.44,12.61,0.65
164.2234,70.1961,2.0,12.45,12.56,0.68
202.7845,30.5092,0.0,12.45,12.69,0.69
330.4314,50.8157,0.0,12.45,12.34,0.62
54.481,-12.0679,3.0,12.45,12.50,0.71
140.2436,44.6983,2.0,12.46,12.56,0.57
201.7051,-52.9399,3.0,12.46,12.73,0.81
230.5416,31.7373,4.0,12.46,12.68,0.73
186.8612,-44.6106,4.0,12.47,14.24,1.76
238.3862,12.9477,2.0,12.47,12.56,0.66
248.8146,38.1346,1.0,12.47,12.67,0.64
299.2477,-32.4295,1.0,12.47,12.80,0.81
306.2901,3.279,2.0,12.47,12.55,0.65
309.6543,51.3202,4.0,12.47,12.57,0.74
338.1517,11.7308,0.0,12.47,12.52,0.62
340.9182,-25.0998,2.0,12.47,12.75,1.12
58.0461,-25.2473,2.0,12.47,12.73,0.86
113.6809,-77.1871,2.0,12.48,12.55,0.83
140.401,62.2645,2.0,12.48,12.57,0.61
151.8808,-33.5519,0.0,12.48,12.59,0.67
165.3753,39.0757,4.0,12.48,12.38,0.67
171.9953,36.3412,0.0,12.48,12.60,0.77
178.3021,80.9748,1.0,12.48,12.61,0.83
186.2184,3.514,0.0,12.48,12.56,0.71
187.2157,48.967,1.0,12.48,12.88,0.85
201.7536,22.1806,4.0,12.48,12.53,0.67
204.4158,-12.9569,2.0,12.48,12.67,0.66
208.1169,-27.752,4.0,12.48,12.49,0.67
233.7186,1.5178,3.0,12.48,12.58,0.67
237.647,5.4529,1.0,12.48,12.68,0.64
244.3357,-25.6232,4.0,12.48,12.54,0.67
305.8867,-1.395,4.0,12.48,13.29,0.90
31.2101,15.2364,1.0,12.48,12.73,0.66
319.4648,-15.3783,1.0,12.48,12.73,0.76
324.1,43.0285,2.0,12.48,12.35,0.67
37.3685,-36.7324,2.0,12.48,12.54,0.64
9.7762,-9.713,0.0,12.48,12.61,0.74
325.4346,-55.1583,0.0,12.49,13.44,1.71
359.472,-53.1871,3.0,12.49,12.70,0.77
359.8314,-20.7989,1.0,12.49,15.44,2.67
12.7897,-42.4427,4.0,12.5,12.52,0.75
128.4745,42.4005,1.0,12.5,13.40,1.17
129.0954,27.4812,0.0,12.5,12.36,0.82
137.292,1.3599,0.0,12.5,12.63,0.63
141.9659,-20.5809,0.0,12.5,12.99,0.85
172.0556,59.4208,1.0,12.5,12.31,0.67
199.6679,67.9066,0.0,12.5,12.80,0.97
2.0383,-39.7564,0.0,12.5,12.39,0.65
203.222,2.0127,2.0,12.5,12.54,0.86
205.2,69.3896,1.0,12.5,12.78,0.80
205.5197,-20.8582,2.0,12.5,12.37,0.67
205.5349,27.1585,3.0,12.5,15.29,0.79
216.6545,36.4193,0.0,12.5,12.81,0.70
252.0064,22.4092,2.0,12.5,12.54,0.60
266.861,46.9808,1.0,12.5,12.66,0.66
314.0686,-47.2465,2.0,12.5,12.57,0.59
314.105,-32.1461,1.0,12.5,13.18,0.71
316.1788,1.1363,2.0,12.5,13.61,1.00
319.7219,-33.2807,0.0,12.5,12.55,0.84
321.6279,-46.0966,2.0,12.5,12.62,0.64
342.2523,21.1175,3.0,12.5,12.49,0.74
4.2891,-6.8426,0.0,12.5,13.65,0.96
4.8609,-56.6951,2.0,12.5,12.91,1.47
61.643,6.6208,2.0,12.5,12.41,0.87
73.311,-28.127,3.0,12.5,12.55,0.59
95.331,-46.8329,0.0,12.5,12.63,0.81
112.5796,-11.6868,1.0,12.51,12.80,0.68
129.9567,1.0741,3.0,12.51,12.71,0.63
17.1616,1.5834,1.0,12.51,12.76,0.61
279.3696,-71.1454,2.0,12.51,12.79,0.81
344.5249,-27.9726,4.0,12.51,12.72,0.72
138.1316,-27.8715,1.0,12.52,12.47,0.61
145.0204,-28.4916,0.0,12.52,12.31,0.71
186.3147,-28.8315,4.0,12.52,12.82,0.85
192.2123,48.6648,0.0,12.52,12.47,0.73
198.2121,-4.4139,4.0,12.52,12.46,0.71
241.323,-11.6574,0.0,12.52,12.99,1.33
244.3246,-58.8022,2.0,12.52,12.69,0.71
271.9751,-64.2306,3.0,12.52,13.28,0.95
294.3176,-39.9671,1.0,12.52,12.53,0.66
296.3451,-1.8894,1.0,12.52,12.93,0.79
299.9949,42.2296,1.0,12.52,12.70,0.75
325.9589,33.6197,3.0,12.52,12.71,0.80
40.802,-5.8487,1.0,12.52,12.68,0.65
50.67,-37.21,1.0,12.52,13.96,0.83
61.1737,-15.9905,1.0,12.52,12.85,0.70
81.5695,-48.5102,3.0,12.52,12.80,0.77
83.1625,7.5454,4.0,12.52,12.60,0.66
90.1309,-39.6173,1.0,12.52,12.50,0.66
91.1485,44.2329,1.0,12.52,12.70,0.66
94.7671,-11.6819,2.0,12.52,12.57,0.64
12.3193,-44.9531,3.0,12.53,13.00,0.72
122.8613,1.7812,0.0,12.53,12.98,1.03
127.717,24.1833,3.0,12.53,12.67,0.72
214.7455,-35.1618,4.0,12.53,12.67,0.78
327.0228,6.9607,0.0,12.53,12.91,0.77
348.0821,72.6908,4.0,12.53,12.68,0.73
51.3056,-24.2633,3.0,12.53,12.56,0.68
26.2641,-27.5595,3.0,12.54,12.55,0.61
345.2832,-1.9679,3.0,12.54,12.56,0.69
59.874,50.9639,1.0,12.54,12.73,0.58
12.4978,-57.6409,2.0,12.55,12.43,0.69
12.5897,-4.8724,0.0,12.55,12.78,0.80
140.8102,38.8278,4.0,12.55,12.40,0.64
180.0515,2.0357,3.0,12.55,15.52,1.04
183.7666,16.9105,1.0,12.55,12.81,0.73
242.6751,24.247,2.0,12.55,12.63,0.68
270.8479,-65.1269,0.0,12.55,12.72,0.88
279.8482,-34.8969,3.0,12.55,13.14,0.77
294.4152,83.9414,2.0,12.55,12.38,0.68
303.8697,37.1832,0.0,12.55,12.56,0.54
329.0615,-0.6179,0.0,12.55,12.82,0.71
338.8052,-48.5997,1.0,12.55,12.73,0.69
43.49,51.049,2.0,12.55,12.50,0.58
45.961,-62.1904,3.0,12.55,12.62,0.64
97.2395,-62.8124,1.0,12.55,12.86,0.84
118.2558,53.8832,3.0,12.56,12.70,1.01
126.1968,55.8785,3.0,12.56,12.52,0.66
137.2921,1.3599,1.0,12.56,12.72,0.67
139.6665,-6.4747,2.0,12.56,12.76,1.03
14.3888,22.3114,2.0,12.56,12.66,0.78
14.5211,-5.6645,4.0,12.56,12.72,0.86
140.1234,-4.6599,2.0,12.56,12.52,0.72
162.9533,21.3312,4.0,12.56,12.67,0.74
196.1818,-3.7674,0.0,12.56,12.73,0.95
197.0988,35.777,2.0,12.56,12.64,0.74
2.6198,20.7972,2.0,12.56,12.79,1.19
254.4453,48.1425,3.0,12.56,12.74,0.59
301.8699,66.1229,3.0,12.56,12.76,0.59
307.9792,12.3281,4.0,12.56,12.79,0.75
346.1179,6.3356,0.0,12.56,12.66,0.68
352.911,-15.9492,0.0,12.56,12.69,0.68
36.2954,-26.0552,4.0,12.56,12.92,0.92
47.7078,38.2483,2.0,12.56,12.74,0.76
51.4034,22.4001,4.0,12.56,12.55,0.57
54.2251,-36.2684,1.0,12.56,12.73,0.77
7.6326,-2.1989,2.0,12.56,12.43,0.62
228.6668,-47.8083,2.0,12.57,12.72,0.67
230.8032,5.5654,2.0,12.57,15.67,1.07
284.5795,-25.1808,3.0,12.57,12.49,0.70
36.2695,18.7802,2.0,12.58,13.15,1.61
60.974,-36.0839,3.0,12.58,12.74,0.63
102.1187,-17.7348,0.0,12.59,12.40,0.63
115.8354,-56.3258,1.0,12.59,12.74,0.72
122.4239,53.6903,4.0,12.59,12.49,0.81
124.1089,-0.0993,2.0,12.59,12.59,1.15
149.5873,32.4006,4.0,12.59,13.33,1.17
154.616,5.5083,0.0,12.59,13.16,1.03
157.9365,60.3418,2.0,12.59,12.43,0.69
171.0113,23.6127,2.0,12.59,12.66,0.65
226.5397,37.5142,2.0,12.59,12.68,0.56
24.4098,-24.515,0.0,12.59,12.70,0.71
246.5251,-29.8575,0.0,12.59,12.54,0.59
277.5247,6.3211,3.0,12.59,12.60,0.75
299.4992,-38.7518,1.0,12.59,12.80,0.71
310.0046,-57.586,1.0,12.59,12.57,0.80
316.4375,-78.4264,0.0,12.59,13.11,1.08
323.834,-50.1144,0.0,12.59,12.60,0.73
333.2118,6.7691,4.0,12.59,12.77,0.96
88.0747,37.907,1.0,12.59,13.09,1.23
126.9737,52.2995,0.0,12.6,14.12,2.08
127.717,24.1833,0.0,12.6,12.67,0.72
128.0968,49.2225,0.0,12.6,12.95,0.84
135.7666,46.8512,4.0,12.6,12.47,0.79
142.1395,-4.1524,4.0,12.6,12.71,0.77
147.4157,17.8803,0.0,12.6,12.87,0.90
155.7982,39.8043,1.0,12.6,12.62,0.70
158.2655,41.2684,4.0,12.6,12.81,0.71
159.1374,22.0534,3.0,12.6,12.70,0.75
163.6351,39.4701,2.0,12.6,12.57,0.71
164.6233,1.5663,1.0,12.6,12.92,0.81
164.9127,20.9561,2.0,12.6,12.81,1.07
176.7557,-38.2031,2.0,12.6,12.80,0.75
185.594,4.2211,0.0,12.6,12.72,0.64
193.6594,11.685,0.0,12.6,12.78,0.81
221.6473,17.3521,1.0,12.6,12.58,0.71
229.1676,0.2505,4.0,12.6,13.10,1.08
237.3727,2.617,4.0,12.6,12.73,0.77
24.0119,-40.7472,3.0,12.6,13.33,1.23
240.5302,33.4481,2.0,12.6,12.44,0.64
241.5287,6.3302,2.0,12.6,14.77,0.95
257.4212,43.3124,3.0,12.6,12.82,0.67
261.8652,45.511,4.0,12.6,12.73,0.74
263.5858,38.9643,2.0,12.6,12.68,0.63
331.4474,74.6059,1.0,12.6,12.59,0.72
333.2118,6.7691,2.0,12.6,12.77,0.96
341.8758,1.7951,0.0,12.6,13.88,1.05
350.1869,5.2306,3.0,12.6,12.29,0.84
61.3917,-13.1371,3.0,12.6,12.70,0.65
72.5095,-44.3063,0.0,12.6,12.35,0.77
91.9695,67.3487,0.0,12.6,12.78,0.67
190.7967,73.2665,1.0,12.61,16.27,2.22
301.3221,-18.3676,0.0,12.61,12.80,0.81
43.3716,-54.6976,2.0,12.61,12.95,0.81
117.5014,18.3865,3.0,12.62,12.74,0.79
156.0018,-32.5711,0.0,12.62,12.78,0.70
159.1374,22.0534,4.0,12.62,12.70,0.75
200.44,83.2704,3.0,12.62,12.64,0.80
201.3651,-43.0191,0.0,12.62,12.75,1.60
201.7276,-5.0164,4.0,12.62,14.23,1.81
226.2599,-34.5491,3.0,12.62,12.82,0.88
233.1891,-13.3195,3.0,12.62,12.66,0.64
241.1292,-44.6922,3.0,12.62,12.85,0.76
244.4553,-77.2885,0.0,12.62,12.46,0.58
246.4454,-25.4606,2.0,12.62,12.58,0.62
254.0703,-33.0363,3.0,12.62,12.28,0.60
263.2613,-13.0804,1.0,12.62,12.83,0.69
300.2379,-17.816,0.0,12.62,12.78,0.75
306.4194,-7.598,0.0,12.62,12.63,0.66
310.1155,-17.1175,3.0,12.62,12.58,0.65
318.7103,31.5059,1.0,12.62,12.56,0.66
318.8726,29.5607,1.0,12.62,12.61,0.63
33.5186,-70.4517,4.0,12.62,12.95,1.09
33.5675,-61.826,0.0,12.62,12.94,0.97
46.0917,68.3604,0.0,12.62,12.72,0.58
72.3471,63.5359,3.0,12.62,12.65,0.72
97.349,-19.9888,0.0,12.62,12.81,0.69
219.7234,37.1765,4.0,12.63,12.56,0.67
344.0368,-71.2607,4.0,12.63,16.14,2.39
79.3502,-17.94,2.0,12.63,12.26,0.69
128.7258,62.8302,4.0,12.64,12.70,0.95
131.3214,4.6631,1.0,12.64,13.36,1.09
139.2038,38.9078,0.0,12.64,12.99,0.84
23.274,-52.0011,3.0,12.64,12.38,0.69
302.8155,-15.7779,2.0,12.64,12.47,0.76
49.3904,-28.0552,3.0,12.64,12.60,0.75
67.867,-4.1075,2.0,12.64,14.75,2.75
69.6459,-12.8509,1.0,12.64,12.69,0.88
95.1338,-25.2549,4.0,12.64,12.67,0.77
12.0109,22.59,3.0,12.65,12.62,0.83
138.9204,-30.4971,1.0,12.65,12.72,1.02
15.6907,58.4031,0.0,12.65,12.66,0.62
152.188,-29.2122,2.0,12.65,12.63,0.72
154.5458,35.711,1.0,12.65,12.43,0.71
168.6356,-8.2775,0.0,12.65,12.52,0.66
176.7762,-26.4207,3.0,12.65,13.49,1.08
180.238,20.1457,1.0,12.65,12.55,0.82
189.8525,7.5048,4.0,12.65,12.88,0.83
202.6775,52.0376,4.0,12.65,12.93,0.93
202.8715,-3.6872,2.0,12.65,12.55,0.73
203.1885,47.373,0.0,12.65,12.76,0.98
218.6658,19.8669,4.0,12.65,12.51,0.80
24.2442,47.8581,1.0,12.65,12.74,0.69
241.986,49.8109,2.0,12.65,12.81,1.19
244.0157,46.5403,0.0,12.65,12.88,0.93
271.6784,-80.7093,0.0,12.65,14.50,2.70
277.3082,27.4841,4.0,12.65,13.07,0.94
277.5036,-44.6866,3.0,12.65,12.66,0.70
295.3624,72.3617,2.0,12.65,12.20,0.70
298.6715,-11.3896,0.0,12.65,12.68,0.67
298.9281,51.5302,3.0,12.65,12.64,0.73
314.0682,-47.2466,2.0,12.65,12.57,0.59
319.9162,-11.1041,1.0,12.65,12.55,0.63
352.2741,8.5711,2.0,12.65,12.36,0.71
359.7494,39.3745,1.0,12.65,12.81,0.78
43.287,38.5903,2.0,12.65,12.54,0.70
59.3697,-46.4287,1.0,12.65,14.39,0.66
70.0881,14.6325,1.0,12.65,12.70,0.62
85.191,-54.3061,4.0,12.65,12.94,0.81
85.4616,-73.5376,1.0,12.65,12.68,0.94
87.5399,-57.5401,2.0,12.65,12.74,0.74
19.9602,-53.955,0.0,12.66,12.66,0.81
